2, 54.518972, -1.359832
2, 54.544140, -1.334682
2, 54.517631, -1.359635
2, 54.546325, -1.319163
2, 54.753374, -1.589808
2, 54.760584, -1.582171
2, 54.781115, -1.575628
2, 54.789658, -1.587175
2, 54.799407, -1.577020
2, 54.799193, -1.576998
2, 54.860384, -1.855151
2, 54.570384, -1.331437
2, 54.573124, -1.346150
2, 54.574525, -1.360877
2, 54.572375, -1.359018
2, 54.571207, -1.336983
2, 54.571436, -1.341636
2, 54.571404, -1.342869
2, 54.571095, -1.335738
2, 54.570327, -1.330892
2, 54.753827, -1.591435
2, 54.670027, -1.246003
2, 54.787715, -1.589725
2, 54.562234, -1.312550
2, 54.562421, -1.312560
2, 54.565703, -1.312885
2, 54.565866, -1.312888
2, 54.566035, -1.312892
2, 54.525373, -1.555076
2, 54.524973, -1.552618
2, 54.689960, -1.251073
2, 54.689062, -1.250146
2, 54.854793, -1.954797
2, 54.854748, -1.954704
2, 54.845641, -1.974600
2, 54.845570, -1.974663
2, 54.858215, -2.015297
2, 54.858153, -2.015251
2, 54.860544, -2.008709
2, 54.860463, -2.008631
2, 54.829749, -2.077943
2, 54.829749, -2.077741
2, 54.854106, -2.027414
2, 54.854034, -2.027305
2, 54.856202, -1.985062
2, 54.856158, -1.985217
2, 54.836029, -2.079652
2, 54.835856, -2.079536
2, 54.903501, -1.676741
2, 54.903528, -1.676569
2, 54.917102, -1.738161
2, 54.917030, -1.738255
2, 54.858428, -1.737824
2, 54.855804, -1.750973
2, 54.884289, -1.745450
2, 54.884308, -1.745840
2, 54.902034, -1.715537
2, 54.902297, -1.716362
2, 54.903173, -1.718133
2, 54.881054, -1.712779
2, 54.881000, -1.713160
2, 54.885877, -1.723538
2, 54.885796, -1.723508
2, 54.863481, -1.718878
2, 54.863179, -1.719477
2, 54.786006, -1.662517
2, 54.785917, -1.662596
2, 54.786660, -1.668063
2, 54.786651, -1.668328
2, 54.789045, -1.669521
2, 54.788488, -1.669417
2, 54.792694, -1.669631
2, 54.793476, -1.669672
2, 54.790084, -1.684642
2, 54.792639, -1.676009
2, 54.792436, -1.676679
2, 54.791303, -1.690747
2, 54.791161, -1.691308
2, 54.791021, -1.696379
2, 54.790924, -1.697282
2, 54.788767, -1.727685
2, 54.788740, -1.727343
2, 54.787592, -1.736572
2, 54.787529, -1.736495
2, 54.779429, -1.754657
2, 54.779375, -1.754595
2, 54.780254, -1.769848
2, 54.780254, -1.769768
2, 54.786484, -1.775626
2, 54.786421, -1.775751
2, 54.794176, -1.752440
2, 54.794114, -1.752441
2, 54.792220, -1.745158
2, 54.792139, -1.745205
2, 54.800054, -1.744067
2, 54.799983, -1.744223
2, 54.806775, -1.743417
2, 54.806793, -1.743262
2, 54.812627, -1.744345
2, 54.812600, -1.744236
2, 54.817397, -1.743428
2, 54.817415, -1.743288
2, 54.796718, -1.665383
2, 54.796062, -1.665389
2, 54.795629, -1.668099
2, 54.797126, -1.670202
2, 54.797064, -1.670226
2, 54.800313, -1.668609
2, 54.800685, -1.667688
2, 54.798085, -1.668383
2, 54.799791, -1.670693
2, 54.799250, -1.671460
2, 54.799281, -1.672720
2, 54.799129, -1.674112
2, 54.798952, -1.677808
2, 54.798810, -1.678121
2, 54.798629, -1.682194
2, 54.798541, -1.681732
2, 54.798002, -1.687926
2, 54.797861, -1.688296
2, 54.797277, -1.693599
2, 54.797132, -1.693774
2, 54.793825, -1.707021
2, 54.793802, -1.706710
2, 54.790928, -1.698915
2, 54.791224, -1.698773
2, 54.789160, -1.703671
2, 54.789169, -1.703391
2, 54.788153, -1.707053
2, 54.788196, -1.706182
2, 54.787462, -1.718783
2, 54.787435, -1.719320
2, 54.788287, -1.723469
2, 54.788151, -1.723138
2, 54.789137, -1.728164
2, 54.789165, -1.728755
2, 54.790248, -1.734813
2, 54.790457, -1.735776
2, 54.787224, -1.737041
2, 54.786999, -1.736809
2, 54.786019, -1.736520
2, 54.785659, -1.736118
2, 54.783672, -1.735758
2, 54.783303, -1.735527
2, 54.782044, -1.723003
2, 54.781945, -1.723051
2, 54.781028, -1.718859
2, 54.780938, -1.718922
2, 54.777200, -1.711703
2, 54.777507, -1.712322
2, 54.775557, -1.708481
2, 54.775775, -1.709334
2, 54.775232, -1.711639
2, 54.776880, -1.712856
2, 54.757986, -1.756484
2, 54.757959, -1.756360
2, 54.757036, -1.757826
2, 54.854037, -1.662915
2, 54.853887, -1.663836
2, 54.853493, -1.667733
2, 54.853350, -1.667937
2, 54.853106, -1.670664
2, 54.852917, -1.670650
2, 54.855840, -1.675019
2, 54.856184, -1.675858
2, 54.856747, -1.678862
2, 54.856752, -1.679856
2, 54.857153, -1.685601
2, 54.857063, -1.686241
2, 54.858563, -1.692002
2, 54.858706, -1.692119
2, 54.858984, -1.694996
2, 54.858914, -1.695745
2, 54.859337, -1.699574
2, 54.859313, -1.700898
2, 54.860268, -1.705564
2, 54.860020, -1.705489
2, 54.862570, -1.706327
2, 54.861680, -1.705881
2, 54.864018, -1.706830
2, 54.863514, -1.706507
2, 54.865781, -1.707410
2, 54.865403, -1.707148
2, 54.868033, -1.702033
2, 54.869004, -1.698832
2, 54.869040, -1.698785
2, 54.869085, -1.698738
2, 54.869112, -1.698691
2, 54.869157, -1.698644
2, 54.869192, -1.698597
2, 54.869228, -1.698565
2, 54.869264, -1.698518
2, 54.869309, -1.698455
2, 54.869345, -1.698408
2, 54.862167, -1.685391
2, 54.862106, -1.685796
2, 54.857672, -1.677793
2, 54.858353, -1.679092
2, 54.861457, -1.682518
2, 54.862967, -1.685182
2, 54.863976, -1.686587
2, 54.864221, -1.687323
2, 54.861931, -1.680781
2, 54.861822, -1.680564
2, 54.862839, -1.677736
2, 54.863693, -1.677589
2, 54.872514, -1.697263
2, 54.872400, -1.695784
2, 54.872325, -1.696620
2, 54.874153, -1.696431
2, 54.876333, -1.693385
2, 54.875974, -1.693684
2, 54.877739, -1.691473
2, 54.877416, -1.691747
2, 54.879808, -1.688823
2, 54.881261, -1.688310
2, 54.879869, -1.688261
2, 54.890213, -1.688306
2, 54.890357, -1.688102
2, 54.897589, -1.683836
2, 54.896656, -1.684467
2, 54.899711, -1.680935
2, 54.899289, -1.681219
2, 54.901251, -1.678880
2, 54.900489, -1.679572
2, 54.878391, -1.656649
2, 54.878762, -1.657550
2, 54.835755, -1.661978
2, 54.834367, -1.663484
2, 54.834313, -1.663407
2, 54.834151, -1.680160
2, 54.834079, -1.680114
2, 54.834073, -1.688023
2, 54.834010, -1.687976
2, 54.832445, -1.698076
2, 54.832355, -1.698062
2, 54.831694, -1.703422
2, 54.831631, -1.703220
2, 54.830199, -1.705799
2, 54.829939, -1.705972
2, 54.828158, -1.709051
2, 54.828283, -1.708615
2, 54.826723, -1.710509
2, 54.826777, -1.710104
2, 54.823604, -1.707244
2, 54.823652, -1.707636
2, 54.821289, -1.707731
2, 54.821190, -1.707717
2, 54.822313, -1.711164
2, 54.822584, -1.712033
2, 54.825119, -1.716249
2, 54.825093, -1.716358
2, 54.824584, -1.746168
2, 54.861564, -1.694214
2, 54.859693, -1.694648
2, 54.859693, -1.694804
2, 54.860532, -1.695919
2, 54.860256, -1.696670
